Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
FL_hip_link,-0.044964,0.03664,4.8852E-05,0,0,0,1.385,0.00055198,-2.2357E-06,2.7997E-09,0.00081827,1.4339E-09,0.00046473,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_hip_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_hip_link.STL,,SK01-HL-A20-2,FL-Link1 Coordinate,FL-J1,FL_hip_joint,revolute,0.375,0.0225,0,0,0,0,base,1,0,0,28,29.6,-0.6109,0.6109,,,,,,,,
FL_thigh_link,-0.023596,0.00079279,-0.091792,0,0,0,3.021,0.004162,-9.7559E-08,-0.00074907,0.005605,-6.3565E-07,0.0015471,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_thigh_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_thigh_link.STL,,SK01-HL-A30-3,FL-Link2 Coordinate,FL-J2,FL_thigh_joint,revolute,0,0.115,0,0,0,0,FL_hip_link,0,1,0,28,29.6,-2.0071,1.484,,,,,,,,
FL_calf_link,0.014126,0.00012405,-0.094544,0,0,0,0.592,0.0022555,3.795E-10,0.00037043,0.0024327,-4.5228E-10,0.00020308,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_calf_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_calf_link.STL,,SK01-HL-A40-M-2,FL-Link3 Coordinate,FL-J3,FL_calf_joint,revolute,-0.059528,0,-0.22216,0,0,0,FL_thigh_link,0,1,0,42,19.7,-1.9199,0.087,,,,,,,,
FL_foot_link,0.010724,-1.3835E-12,-0.040023,0,0,0,0.15434,0.00010739,-6.0165E-10,2.2421E-05,0.00013375,-1.612E-10,2.9724E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_foot_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_foot_link.STL,,SK01-HL-A60-1,FL-Link4 Coordinate,FL-J4,FL_foot_joint,revolute,0.042544,0,-0.24128,0,0,0,FL_calf_link,0,1,0,56,14.8,-1.309,0.785,,,,,,,,
FL_foot_contact_link,0.012722,-2.7756E-17,-0.047479,0,0,0,0.033311,7.0027E-06,2.9228E-21,-2.0076E-07,1.0583E-05,1.2776E-21,7.6982E-06,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_foot_contact_link.STL,1,1,1,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FL_foot_contact_link.STL,,SK01-HL-P27-3,FL-Link5 Coordinate,FL-J5,FL_foot_contact_joint,fixed,0.0181173331571785,0,-0.0676148078402328,0,0,0,FL_foot_link,0,0,0,,,,,,,,,,,,
FR_hip_link,-0.026196,-0.039035,-5.8825E-05,0,0,0,1.268,0.0005559,1.3767E-05,-2.7997E-09,0.00078767,1.4339E-09,0.00044966,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_hip_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_hip_link.STL,,SK01-HL-A10-2,FR-Link1 Coordinate,FR-J1,FR_hip_joint,revolute,0.375,-0.0225,0,0,0,0,base,1,0,0,28,29.6,-0.6109,0.6109,,,,,,,,
FR_thigh_link,-0.025461,-0.00079281,-0.091292,0,0,0,3.021,0.004157,2.3335E-07,-0.00075777,0.005605,5.9925E-07,0.0015521,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_thigh_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_thigh_link.STL,,SK01-HL-A30-4,FR-Link2 Coordinate,FR-J2,FR_thigh_joint,revolute,0,-0.115,0,0,0,0,FR_hip_link,0,1,0,28,29.6,-2.0071,1.484,,,,,,,,
FR_calf_link,0.014126,-0.00012675,-0.094544,0,0,0,0.592,0.0022555,-3.795E-10,0.00037043,0.0024327,4.5228E-10,0.00020308,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_calf_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_calf_link.STL,,SK01-HL-A40-2,FR-Link3 Coordinate,FR-J3,FR_calf_joint,revolute,-0.059528,0,-0.22216,0,0,0,FR_thigh_link,0,1,0,42,19.7,-1.9199,0.087,,,,,,,,
FR_foot_link,0.010724,-1.3833E-12,-0.040023,0,0,0,0.15434,0.00010739,-6.0165E-10,2.2421E-05,0.00013375,-1.612E-10,2.9724E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_foot_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_foot_link.STL,,SK01-HL-A60-2,FR-Link4 Coordinate,FR-J4,FR_foot_joint,revolute,0.042544,0,-0.24128,0,0,0,FR_calf_link,0,1,0,56,14.8,-1.309,0.785,,,,,,,,
FR_foot_contact_link,0.012722,2.498E-16,-0.047479,0,0,0,0.033311,7.0027E-06,5.7207E-21,-2.0076E-07,1.0583E-05,2.1103E-21,7.6982E-06,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_foot_contact_link.STL,1,1,1,1,0,0,0,0,0,0,package://02_Leg_UFDF_260610_8/meshes/FR_foot_contact_link.STL,,SK01-HL-P27-4,FR-Link5 Coordinate,FR-J5,FR_foot_contact_joint,fixed,0.0181173331571765,0,-0.067614807840233,0,0,0,FR_foot_link,0,0,0,,,,,,,,,,,,
